timestamp,wind_speed,rotor_rpm,power,pitch_cmd,pitch_meas,torque,vibration,rotor_phase
2026-01-08 08:05:06,13.97,14.99,2291.61,1.03,1.11,15.25,0.389,89.9
2026-01-08 08:05:07,9.77,11.66,822.85,5.23,5.23,7.24,0.446,159.9
2026-01-08 08:05:08,8.42,10.39,404.26,6.58,6.41,3.71,0.349,222.2
2026-01-08 08:05:09,10.47,12.55,1117.18,4.53,4.26,8.76,0.494,297.5
2026-01-08 08:05:10,11.59,13.8,1737.74,3.41,3.98,12.53,0.38,20.3
2026-01-08 08:05:11,8.53,10.41,428.57,6.47,6.31,4.33,0.63,82.7
2026-01-08 08:05:12,9.71,11.58,780.69,5.29,5.05,6.84,0.565,152.2
2026-01-08 08:05:13,10.7,12.72,1281.22,4.3,4.36,9.79,0.607,228.5
2026-01-08 08:05:14,10.19,12.33,976.68,4.81,4.64,8.01,0.225,302.5
2026-01-08 08:05:15,11.11,13.26,1545.0,3.89,4.25,11.92,0.51,22.1
2026-01-08 08:05:16,10.28,12.48,1079.35,4.72,4.63,9.01,0.462,96.9
2026-01-08 08:05:17,11.3,13.55,1638.49,3.7,3.72,12.0,0.467,178.2
2026-01-08 08:05:18,10.61,12.73,1268.39,4.39,4.57,9.93,0.287,254.6
2026-01-08 08:05:19,10.79,13.0,1437.29,4.21,4.0,10.48,0.556,332.6
2026-01-08 08:05:20,9.59,11.43,764.4,5.41,5.03,6.63,0.477,41.2
2026-01-08 08:05:21,10.41,12.43,1176.94,4.59,4.32,9.54,0.685,115.8
2026-01-08 08:05:22,8.69,10.5,460.22,6.31,6.25,4.38,0.639,178.8
2026-01-08 08:05:23,10.23,12.26,1018.12,4.77,4.65,8.34,0.457,252.3
2026-01-08 08:05:24,8.36,10.12,403.89,6.64,6.43,3.99,0.473,313.0
2026-01-08 08:05:25,11.17,13.47,1531.76,3.83,3.75,11.12,0.338,33.8
2026-01-08 08:05:26,12.95,14.95,2375.35,2.05,1.96,15.97,0.559,123.5
2026-01-08 08:05:27,7.99,9.78,323.99,7.01,7.32,3.12,0.723,182.2
2026-01-08 08:05:28,10.62,12.8,1274.99,4.38,4.57,9.94,0.506,259.0
2026-01-08 08:05:29,9.19,11.07,647.3,5.81,5.82,5.86,0.533,325.4
2026-01-08 08:05:30,7.29,8.96,183.45,7.71,7.8,2.36,0.533,19.2
2026-01-08 08:05:31,8.41,10.03,413.71,6.59,6.98,4.27,0.504,79.4
2026-01-08 08:05:32,9.56,11.5,780.25,5.44,5.17,6.79,0.581,148.4
2026-01-08 08:05:33,7.7,9.11,255.73,7.3,7.53,2.7,0.624,203.1
2026-01-08 08:05:34,11.09,13.36,1519.69,3.91,3.58,11.41,0.658,283.2
2026-01-08 08:05:35,9.26,11.03,603.23,5.74,5.86,5.43,0.599,349.4
2026-01-08 08:05:36,9.07,10.96,610.93,5.93,5.77,5.7,0.496,55.1
2026-01-08 08:05:37,6.3,7.53,73.22,8.7,8.86,1.27,0.507,100.3
2026-01-08 08:05:38,11.08,13.28,1546.04,3.92,3.85,11.76,0.465,180.0
2026-01-08 08:05:39,9.12,11.02,608.26,5.88,5.86,5.57,0.484,246.1
2026-01-08 08:05:40,10.59,12.63,1264.09,4.41,4.39,10.18,0.5,321.9
2026-01-08 08:05:41,8.78,10.67,479.7,6.22,6.19,4.28,0.505,25.9
2026-01-08 08:05:42,8.75,10.5,478.29,6.25,5.98,4.19,0.504,88.9
2026-01-08 08:05:43,9.89,11.95,858.34,5.11,5.16,7.01,0.571,160.6
2026-01-08 08:05:44,9.18,10.86,619.35,5.82,5.51,5.75,0.52,225.8
2026-01-08 08:05:45,8.88,10.7,560.65,6.12,6.14,5.42,0.462,289.9
2026-01-08 08:05:46,9.38,11.22,670.59,5.62,5.5,6.18,0.555,357.2
2026-01-08 08:05:47,9.73,11.66,825.29,5.27,5.25,7.15,0.431,67.2
2026-01-08 08:05:48,10.62,12.73,1195.28,4.38,4.13,9.28,0.628,143.6
2026-01-08 08:05:49,9.98,12.01,889.23,5.02,4.85,7.44,0.541,215.7
2026-01-08 08:05:50,8.92,10.88,578.38,6.08,6.24,4.96,0.541,281.0
2026-01-08 08:05:51,7.88,9.47,291.06,7.12,7.08,3.08,0.621,337.8
2026-01-08 08:05:52,10.77,12.82,1300.79,4.23,4.56,10.28,0.451,54.7
2026-01-08 08:05:53,8.73,10.48,473.95,6.27,6.1,4.49,0.463,117.6
2026-01-08 08:05:54,8.35,10.06,417.48,6.65,6.85,3.8,0.445,178.0
2026-01-08 08:05:55,10.62,12.77,1241.12,4.38,4.35,9.35,0.371,254.6
